job_key,job_id,category,category_clean,job_title,skill_count,description_word_count,is_true_data_science_role,data_role_family,classification_reason,seniority_level,is_internship_role,student_job_match_score
JOB_3905290997,3905290997,INFORMATION-TECHNOLOGY,Information Technology,"Tier 1 JSOC Analyst/Information Technology Specialist 3 (Information Security), ref 5774-Tier 1",29,709,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3902801404,3902801404,INFORMATION-TECHNOLOGY,Information Technology,Senior Information Technology Project Manager,18,152,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3905343965,3905343965,INFORMATION-TECHNOLOGY,Information Technology,Director Information Technology Services,14,139,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3904922553,3904922553,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Business Consultant,14,156,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3900955363,3900955363,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Manager,31,335,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Senior / Management,No,0.0
JOB_3904098244,3904098244,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Specialist,18,543,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3900070536,3900070536,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Administrator,23,363,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3901941110,3901941110,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Product Manager (15+ experience in Pharma),13,116,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3905329095,3905329095,INFORMATION-TECHNOLOGY,Information Technology,Strategic Sourcing Manager: Cyber Defense & Engineering + Information Technology - USDS,20,1149,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3901674413,3901674413,INFORMATION-TECHNOLOGY,Information Technology,Senior Information Technology Specialist,25,583,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3902876526,3902876526,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Specialist II,28,310,No,Not Data Science,Not enough evidence: advanced data skill score = 2,Mid / Not Specified,No,0.0
JOB_3902861423,3902861423,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Programmer,16,238,No,Not Data Science,Not enough evidence: advanced data skill score = 2,Mid / Not Specified,No,0.0
JOB_3889760181,3889760181,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Project Manager,15,248,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3884436082,3884436082,INFORMATION-TECHNOLOGY,Information Technology,Senior Information Technology Auditor,25,502,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3901398951,3901398951,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Technician,20,354,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3902841731,3902841731,INFORMATION-TECHNOLOGY,Information Technology,Sr Information Technology Risk Analyst - IT Services,21,1042,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3894266858,3894266858,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Technician,18,96,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Mid / Not Specified,No,0.0
JOB_3906252855,3906252855,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Support Analyst III,16,567,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Mid / Not Specified,No,0.0
JOB_3906200108,3906200108,INFORMATION-TECHNOLOGY,Information Technology,Lead Information Technology Specialist,15,210,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3901450978,3901450978,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Specialist,8,82,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3905345640,3905345640,INFORMATION-TECHNOLOGY,Information Technology,"Adjunct Faculty, Information Technology, Software Design and Programming",23,1318,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Mid / Not Specified,No,0.0
JOB_3895217783,3895217783,INFORMATION-TECHNOLOGY,Information Technology,Senior Information Technology Project Manager,17,304,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3884433263,3884433263,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Analyst II,24,721,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3895543420,3895543420,INFORMATION-TECHNOLOGY,Information Technology,"2024 Summer Audit Information Technology Intern Detroit, MI",18,220,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Internship,Yes,0.0
JOB_3891072477,3891072477,INFORMATION-TECHNOLOGY,Information Technology,Senior Information Technology Project Manager,33,724,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3884938374,3884938374,INFORMATION-TECHNOLOGY,Information Technology,Senior Information Technology Auditor,21,348,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Senior / Management,No,0.0
JOB_3903819301,3903819301,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Specialist,26,528,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Mid / Not Specified,No,0.0
JOB_3895207569,3895207569,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Manager,21,405,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3888035176,3888035176,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Specialist (CUSTSPT) with Security Clearance,14,1371,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3902945526,3902945526,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Specialist 2 (NY HELPs) - 5680,15,674,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Mid / Not Specified,No,0.0
JOB_3888027049,3888027049,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Help Desk Technician,8,126,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3905655083,3905655083,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Generalist 1,24,874,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3889751989,3889751989,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Security Analyst,18,319,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3886898488,3886898488,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Project Manager,22,708,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3902939001,3902939001,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Specialist 2 Programming (NY HELPs) - 5315,14,696,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3901343698,3901343698,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Business Consultant,16,272,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3902343406,3902343406,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Project Coordinator,14,337,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3902873026,3902873026,INFORMATION-TECHNOLOGY,Information Technology,Information Technology System Administrator,16,215,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3899521860,3899521860,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Specialist-Weekend,22,543,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3903806888,3903806888,INFORMATION-TECHNOLOGY,Information Technology,Information Technology System Administrator,16,207,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3902864826,3902864826,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Field Technician,14,166,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3891010624,3891010624,INFORMATION-TECHNOLOGY,Information Technology,Information Technology System Administrator,24,451,No,Not Data Science,Not enough evidence: advanced data skill score = 2,Mid / Not Specified,No,0.0
JOB_3902324071,3902324071,INFORMATION-TECHNOLOGY,Information Technology,Lead Information Technology Specialist (Systems Administration),15,1324,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3899540380,3899540380,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Analyst Principal – Enterprise Data Manager,14,275,No,Not Data Science,Not enough evidence: advanced data skill score = 3,Senior / Management,No,0.0
JOB_3899930721,3899930721,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Help Desk,19,217,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3888939626,3888939626,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Support Specialist (Active TS/SCI /wPoly),14,550,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3884811019,3884811019,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Support Specialist,13,86,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3901937672,3901937672,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Asset Manager,13,229,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3900076153,3900076153,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Administrator,22,390,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3899518312,3899518312,INFORMATION-TECHNOLOGY,Information Technology,Senior Information Technology Project Manager,15,184,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3895514999,3895514999,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Manager ServiceNow,29,1101,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3901937254,3901937254,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Service Delivery Manager,16,218,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3887491764,3887491764,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Program Manager,18,230,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3900960518,3900960518,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Network Engineer,16,394,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3901977680,3901977680,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Project Manager,16,233,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Senior / Management,No,0.0
JOB_3884433564,3884433564,INFORMATION-TECHNOLOGY,Information Technology,"Instructor, Computer Information Technology",24,1204,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3904999114,3904999114,INFORMATION-TECHNOLOGY,Information Technology,"Southeast Regional Manager, Office IT (Support) - Information Technology (IT)",17,391,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3905331454,3905331454,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Data Analyst II - Professional Development,18,476,Yes,Data Analytics,Strong title match,Mid / Not Specified,No,12.67
JOB_3902825422,3902825422,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Project Coordinator,18,353,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3904729333,3904729333,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Program Manager,11,304,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3905249935,3905249935,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Security Administrator,15,204,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3901941877,3901941877,INFORMATION-TECHNOLOGY,Information Technology,Information Technology System Administrator,16,166,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3905255326,3905255326,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Specialist,18,356,No,Not Data Science,Not enough evidence: advanced data skill score = 2,Mid / Not Specified,No,0.0
JOB_3889131111,3889131111,INFORMATION-TECHNOLOGY,Information Technology,"Director, Information Technology – Washington DC",24,651,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3891080059,3891080059,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Business Analyst,15,128,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Mid / Not Specified,No,0.0
JOB_3905867221,3905867221,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Manager,18,413,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Senior / Management,No,0.0
JOB_3900079841,3900079841,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Analyst,19,411,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3891016039,3891016039,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Auditor,26,439,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3905245370,3905245370,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Operations Manager,24,497,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Senior / Management,No,0.0
JOB_3904357962,3904357962,INFORMATION-TECHNOLOGY,Information Technology,Staff Information Technology Program Manager,16,305,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Senior / Management,No,0.0
JOB_3894206026,3894206026,INFORMATION-TECHNOLOGY,Information Technology,"2024 Summer - Information Technology (IT) Internship - St. Petersburg, FL",12,899,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Internship,Yes,0.0
JOB_3903806821,3903806821,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Network Administrator,19,163,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3904992462,3904992462,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Application Manager,20,201,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Senior / Management,No,0.0
JOB_3895549181,3895549181,INFORMATION-TECHNOLOGY,Information Technology,Principal Architect - Information Technology (EUC),19,676,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Senior / Management,No,0.0
JOB_3901940057,3901940057,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Network Administrator,22,200,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3901601435,3901601435,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Officer,14,434,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3889772048,3889772048,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Application Manager,26,327,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3895210408,3895210408,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Analyst,33,685,No,Not Data Science,Not enough evidence: advanced data skill score = 3,Mid / Not Specified,No,0.0
JOB_3904424969,3904424969,INFORMATION-TECHNOLOGY,Information Technology,"Threat Hunting Analyst /Information Technology Specialist 3 (Information Security), ref 5774M-10BR",28,804,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3904390620,3904390620,INFORMATION-TECHNOLOGY,Information Technology,Vice President Information Technology,28,569,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3903452481,3903452481,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Support Specialist,18,243,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3906222807,3906222807,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Manager,19,451,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3902841871,3902841871,INFORMATION-TECHNOLOGY,Information Technology,Director of Information Technology,19,429,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3906074327,3906074327,INFORMATION-TECHNOLOGY,Information Technology,Portfolio Manager (Lead Information Technology Systems Specialist),21,973,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3905219414,3905219414,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Operations Project Manager,20,625,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Senior / Management,No,0.0
JOB_3905887086,3905887086,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Specialist,16,290,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3889129366,3889129366,INFORMATION-TECHNOLOGY,Information Technology,"Director, Information Technology - Washington DC",23,672,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3901377516,3901377516,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Sourcing Manager,24,463,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Senior / Management,No,0.0
JOB_3905202045,3905202045,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Support Specialist,24,527,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3899531088,3899531088,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Operations Manager,17,188,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3902934493,3902934493,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Specialist 2 (NY HELPs) - 2921,13,739,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3904051866,3904051866,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Specialist (PLCYPLN),17,1796,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3904955205,3904955205,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Asset Manager,11,120,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3898156760,3898156760,INFORMATION-TECHNOLOGY,Information Technology,Strategic Director Information Technology,20,524,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3904724867,3904724867,INFORMATION-TECHNOLOGY,Information Technology,Director of Information Technology,20,498,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Senior / Management,No,0.0
JOB_3901378554,3901378554,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Sourcing Manager,23,552,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Senior / Management,No,0.0
JOB_3898161973,3898161973,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Manager,24,315,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3901965564,3901965564,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Support Specialist,19,132,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Mid / Not Specified,No,0.0
JOB_3905201407,3905201407,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Support Specialist,23,173,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Mid / Not Specified,No,0.0
JOB_3884811465,3884811465,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Support Technician,11,145,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3901166220,3901166220,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Manager @ Remote,14,275,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3904583433,3904583433,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Compliance Analyst,15,221,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3889755354,3889755354,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Manager,20,305,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3895201206,3895201206,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Support Engineer,24,271,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3901350702,3901350702,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Business Consultant,14,207,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3901656812,3901656812,INFORMATION-TECHNOLOGY,Information Technology,"Financial Systems Administrator, Information Technology",23,759,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3889487969,3889487969,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Project Coordinator,19,479,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3895275234,3895275234,INFORMATION-TECHNOLOGY,Information Technology,Senior Information Technology System Administrator,19,816,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3884429179,3884429179,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Manager,11,110,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Senior / Management,No,0.0
JOB_3895274480,3895274480,INFORMATION-TECHNOLOGY,Information Technology,Mid-Level Information Technology System Administrator,22,812,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3901937694,3901937694,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Project Manager,16,336,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3891077803,3891077803,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Manager,17,335,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3904502170,3904502170,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Support Technician,18,285,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3901939506,3901939506,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Project Coordinator,13,285,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3903839993,3903839993,INFORMATION-TECHNOLOGY,Information Technology,Audit Director - Information Technology,26,1851,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Senior / Management,No,0.0
JOB_3885109989,3885109989,INFORMATION-TECHNOLOGY,Information Technology,Director of Information Technology,19,160,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3905850996,3905850996,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Support Specialist,16,191,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3889743825,3889743825,INFORMATION-TECHNOLOGY,Information Technology,Director of Information Technology,9,178,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3884438195,3884438195,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Technician,16,356,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3905256349,3905256349,INFORMATION-TECHNOLOGY,Information Technology,Manager of Information Technology,22,118,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3903432676,3903432676,INFORMATION-TECHNOLOGY,Information Technology,Health Information Technology Specialist - Oncology,17,634,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3901345936,3901345936,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Security Analyst,18,351,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3901979568,3901979568,INFORMATION-TECHNOLOGY,Information Technology,Information Technology System Administrator,26,289,No,Not Data Science,Not enough evidence: advanced data skill score = 2,Mid / Not Specified,No,0.0
JOB_3901939618,3901939618,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Support Specialist,12,268,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3905223995,3905223995,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Project Manager,15,177,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3886831114,3886831114,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Field Engineer,19,407,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Mid / Not Specified,No,0.0
JOB_3901948361,3901948361,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Service Desk Manager,14,246,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3901346483,3901346483,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Procurement Manager,20,618,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3900983139,3900983139,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Consultant,24,493,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3891808184,3891808184,INFORMATION-TECHNOLOGY,Information Technology,"Sr Mgr, IT - Delivery Information Technology,",20,1002,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3906249673,3906249673,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Sourcing Manager,17,381,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3903872917,3903872917,INFORMATION-TECHNOLOGY,Information Technology,"Consultant - Cybersecurity and Information Technology, Health Segment - Campus 2024",20,693,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3904368255,3904368255,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Project Coordinator,13,223,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Mid / Not Specified,No,0.0
JOB_3884914341,3884914341,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Financial Analyst,12,172,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Mid / Not Specified,No,0.0
JOB_3903817896,3903817896,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Solutions Architect,22,454,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3904395033,3904395033,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Associate,21,291,No,Not Data Science,Not enough evidence: advanced data skill score = 1,Entry / Junior,No,0.0
JOB_3900951942,3900951942,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Help Desk,13,340,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3905848083,3905848083,INFORMATION-TECHNOLOGY,Information Technology,Information Technology Consultant,10,79,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
JOB_3902308566,3902308566,INFORMATION-TECHNOLOGY,Information Technology,Entry-level Information Technology (IT) Role,12,239,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Entry / Junior,No,0.0
JOB_3890899146,3890899146,INFORMATION-TECHNOLOGY,Information Technology,Director of Information Technology,25,280,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3891073651,3891073651,INFORMATION-TECHNOLOGY,Information Technology,Director of Information Technology,23,918,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Senior / Management,No,0.0
JOB_3901962110,3901962110,INFORMATION-TECHNOLOGY,Information Technology,A/P & Contract Analyst II - Information Technology,17,546,No,Not Data Science,Not enough evidence: advanced data skill score = 0,Mid / Not Specified,No,0.0
